name,capacity,occupied,time
Shopping,1920,1062,2016/11/10 16:27
Shopping,1920,600,2016/11/11 8:00
Shopping,1920,758,2016/11/11 8:27
Shopping,1920,938,2016/11/11 9:00
Shopping,1920,1081,2016/11/11 9:27
Shopping,1920,1237,2016/11/11 10:00
Shopping,1920,1323,2016/11/11 10:27
Shopping,1920,1358,2016/11/11 11:00
Shopping,1920,1366,2016/11/11 11:27
Shopping,1920,1399,2016/11/11 12:00
Shopping,1920,1381,2016/11/11 12:27
Shopping,1920,1390,2016/11/11 13:00
Shopping,1920,1371,2016/11/11 13:34
Shopping,1920,1373,2016/11/11 14:00
Shopping,1920,1369,2016/11/11 14:27
Shopping,1920,1307,2016/11/11 15:00
Shopping,1920,1205,2016/11/11 15:34
Shopping,1920,1136,2016/11/11 16:00
Shopping,1920,973,2016/11/11 16:34
Shopping,1920,296,2016/11/12 8:00
Shopping,1920,317,2016/11/12 8:27
Shopping,1920,369,2016/11/12 9:00
Shopping,1920,433,2016/11/12 9:27
Shopping,1920,544,2016/11/12 10:00
Shopping,1920,609,2016/11/12 10:27
Shopping,1920,686,2016/11/12 11:00
Shopping,1920,752,2016/11/12 11:34
Shopping,1920,816,2016/11/12 12:00
Shopping,1920,876,2016/11/12 12:27
Shopping,1920,930,2016/11/12 13:00
Shopping,1920,974,2016/11/12 13:27
Shopping,1920,990,2016/11/12 14:00
Shopping,1920,986,2016/11/12 14:27
Shopping,1920,1005,2016/11/12 15:00
Shopping,1920,994,2016/11/12 15:27
Shopping,1920,924,2016/11/12 16:00
Shopping,1920,834,2016/11/12 16:34
Shopping,1920,292,2016/11/13 8:00
Shopping,1920,291,2016/11/13 8:27
Shopping,1920,298,2016/11/13 9:00
Shopping,1920,333,2016/11/13 9:34
Shopping,1920,354,2016/11/13 10:00
Shopping,1920,381,2016/11/13 10:33
Shopping,1920,406,2016/11/13 11:00
Shopping,1920,477,2016/11/13 11:27
Shopping,1920,532,2016/11/13 12:00
Shopping,1920,586,2016/11/13 12:27
Shopping,1920,625,2016/11/13 13:07
Shopping,1920,634,2016/11/13 13:33
Shopping,1920,652,2016/11/13 14:00
Shopping,1920,636,2016/11/13 14:27
Shopping,1920,602,2016/11/13 15:00
Shopping,1920,580,2016/11/13 15:27
Shopping,1920,516,2016/11/13 16:00
Shopping,1920,465,2016/11/13 16:27
Shopping,1920,548,2016/11/14 8:00
Shopping,1920,748,2016/11/14 8:33
Shopping,1920,925,2016/11/14 9:00
Shopping,1920,1123,2016/11/14 9:27
Shopping,1920,1268,2016/11/14 10:00
Shopping,1920,1329,2016/11/14 10:27
Shopping,1920,1375,2016/11/14 11:00
Shopping,1920,1401,2016/11/14 11:27
Shopping,1920,1435,2016/11/14 12:00
Shopping,1920,1437,2016/11/14 12:27
Shopping,1920,1459,2016/11/14 13:00
Shopping,1920,1460,2016/11/14 13:27
Shopping,1920,1447,2016/11/14 14:00
Shopping,1920,1437,2016/11/14 14:33
Shopping,1920,1401,2016/11/14 15:00
Shopping,1920,1341,2016/11/14 15:27
Shopping,1920,1250,2016/11/14 16:00
Shopping,1920,1104,2016/11/14 16:27
Shopping,1920,573,2016/11/15 7:57
Shopping,1920,780,2016/11/15 8:30
Shopping,1920,969,2016/11/15 8:57
Shopping,1920,1184,2016/11/15 9:30
Shopping,1920,1366,2016/11/15 9:57
Shopping,1920,1465,2016/11/15 10:30
Shopping,1920,1517,2016/11/15 11:03
Shopping,1920,1532,2016/11/15 11:30
Shopping,1920,1552,2016/11/15 11:57
Shopping,1920,1544,2016/11/15 12:30
Shopping,1920,1536,2016/11/15 12:57
Shopping,1920,1523,2016/11/15 13:30
Shopping,1920,1522,2016/11/15 14:03
Shopping,1920,1503,2016/11/15 14:30
Shopping,1920,1459,2016/11/15 15:03
Shopping,1920,1379,2016/11/15 15:30
Shopping,1920,1305,2016/11/15 15:57
Shopping,1920,1105,2016/11/15 16:30
Shopping,1920,624,2016/11/16 8:00
Shopping,1920,779,2016/11/16 8:27
Shopping,1920,989,2016/11/16 9:00
Shopping,1920,1170,2016/11/16 9:27
Shopping,1920,1373,2016/11/16 10:00
Shopping,1920,1479,2016/11/16 10:33
Shopping,1920,1525,2016/11/16 11:00
Shopping,1920,1537,2016/11/16 11:27
Shopping,1920,1553,2016/11/16 12:00
Shopping,1920,1561,2016/11/16 12:27
Shopping,1920,1552,2016/11/16 13:00
Shopping,1920,1550,2016/11/16 13:27
Shopping,1920,1512,2016/11/16 14:00
Shopping,1920,1479,2016/11/16 14:27
Shopping,1920,1413,2016/11/16 15:00
Shopping,1920,1333,2016/11/16 15:33
Shopping,1920,1254,2016/11/16 16:00
Shopping,1920,1031,2016/11/16 16:33
Shopping,1920,640,2016/11/17 8:04
Shopping,1920,787,2016/11/17 8:31
Shopping,1920,987,2016/11/17 9:03
Shopping,1920,1160,2016/11/17 9:31
Shopping,1920,1295,2016/11/17 9:57
Shopping,1920,1386,2016/11/17 10:31
Shopping,1920,1442,2016/11/17 11:04
Shopping,1920,1471,2016/11/17 11:31
Shopping,1920,1495,2016/11/17 12:04
Shopping,1920,1509,2016/11/17 12:31
Shopping,1920,1508,2016/11/17 13:04
Shopping,1920,1504,2016/11/17 13:31
Shopping,1920,1481,2016/11/17 14:04
Shopping,1920,1462,2016/11/17 14:30
Shopping,1920,1404,2016/11/17 14:58
Shopping,1920,1331,2016/11/17 15:30
Shopping,1920,1249,2016/11/17 15:58
Shopping,1920,1073,2016/11/17 16:31
Shopping,1920,592,2016/11/18 8:01
Shopping,1920,592,2016/11/18 8:01
Shopping,1920,727,2016/11/18 8:27
Shopping,1920,1071,2016/11/18 9:27
Shopping,1920,1228,2016/11/18 10:01
Shopping,1920,1303,2016/11/18 10:27
Shopping,1920,1341,2016/11/18 11:01
Shopping,1920,1368,2016/11/18 11:34
Shopping,1920,1377,2016/11/18 12:01
Shopping,1920,1375,2016/11/18 12:27
Shopping,1920,1353,2016/11/18 13:01
Shopping,1920,1374,2016/11/18 13:34
Shopping,1920,1385,2016/11/18 14:01
Shopping,1920,1362,2016/11/18 14:28
Shopping,1920,1303,2016/11/18 15:01
Shopping,1920,1253,2016/11/18 15:28
Shopping,1920,1159,2016/11/18 16:01
Shopping,1920,1050,2016/11/18 16:28
Shopping,1920,310,2016/11/19 7:57
Shopping,1920,349,2016/11/19 8:31
Shopping,1920,435,2016/11/19 8:57
Shopping,1920,537,2016/11/19 9:31
Shopping,1920,630,2016/11/19 10:04
Shopping,1920,717,2016/11/19 10:31
Shopping,1920,782,2016/11/19 10:58
Shopping,1920,844,2016/11/19 11:31
Shopping,1920,924,2016/11/19 12:04
Shopping,1920,1014,2016/11/19 12:31
Shopping,1920,1107,2016/11/19 13:04
Shopping,1920,1141,2016/11/19 13:31
Shopping,1920,1193,2016/11/19 14:04
Shopping,1920,1205,2016/11/19 14:31
Shopping,1920,1204,2016/11/19 15:04
Shopping,1920,1195,2016/11/19 15:31
Shopping,1920,1134,2016/11/19 16:04
Shopping,1920,1034,2016/11/19 16:31
Shopping,1920,273,2016/11/20 8:01
Shopping,1920,284,2016/11/20 8:27
Shopping,1920,300,2016/11/20 9:01
Shopping,1920,324,2016/11/20 9:27
Shopping,1920,358,2016/11/20 10:01
Shopping,1920,381,2016/11/20 10:27
Shopping,1920,420,2016/11/20 11:01
Shopping,1920,480,2016/11/20 11:27
Shopping,1920,541,2016/11/20 12:01
Shopping,1920,604,2016/11/20 12:34
Shopping,1920,662,2016/11/20 13:07
Shopping,1920,673,2016/11/20 13:27
Shopping,1920,717,2016/11/20 14:01
Shopping,1920,774,2016/11/20 14:27
Shopping,1920,758,2016/11/20 15:01
Shopping,1920,717,2016/11/20 15:27
Shopping,1920,654,2016/11/20 16:01
Shopping,1920,561,2016/11/20 16:31
Shopping,1920,604,2016/11/21 8:04
Shopping,1920,736,2016/11/21 8:31
Shopping,1920,948,2016/11/21 9:04
Shopping,1920,1121,2016/11/21 9:31
Shopping,1920,1298,2016/11/21 10:04
Shopping,1920,1397,2016/11/21 10:31
Shopping,1920,1445,2016/11/21 11:04
Shopping,1920,1459,2016/11/21 11:30
Shopping,1920,1478,2016/11/21 11:57
Shopping,1920,1493,2016/11/21 12:31
Shopping,1920,1472,2016/11/21 12:57
Shopping,1920,1465,2016/11/21 13:31
Shopping,1920,1451,2016/11/21 14:04
Shopping,1920,1426,2016/11/21 14:31
Shopping,1920,1377,2016/11/21 14:57
Shopping,1920,1312,2016/11/21 15:31
Shopping,1920,1222,2016/11/21 15:57
Shopping,1920,1024,2016/11/21 16:31
Shopping,1920,557,2016/11/22 7:57
Shopping,1920,762,2016/11/22 8:31
Shopping,1920,971,2016/11/22 9:04
Shopping,1920,1161,2016/11/22 9:31
Shopping,1920,1347,2016/11/22 10:04
Shopping,1920,1426,2016/11/22 10:31
Shopping,1920,1484,2016/11/22 11:04
Shopping,1920,1497,2016/11/22 11:31
Shopping,1920,1502,2016/11/22 12:04
Shopping,1920,1515,2016/11/22 12:31
Shopping,1920,1517,2016/11/22 12:57
Shopping,1920,1497,2016/11/22 13:31
Shopping,1920,1496,2016/11/22 13:57
Shopping,1920,1475,2016/11/22 14:31
Shopping,1920,1441,2016/11/22 14:57
Shopping,1920,1359,2016/11/22 15:31
Shopping,1920,1293,2016/11/22 15:57
Shopping,1920,1112,2016/11/22 16:30
Shopping,1920,652,2016/11/23 8:04
Shopping,1920,782,2016/11/23 8:30
Shopping,1920,976,2016/11/23 8:57
Shopping,1920,1183,2016/11/23 9:31
Shopping,1920,1403,2016/11/23 10:04
Shopping,1920,1482,2016/11/23 10:31
Shopping,1920,1518,2016/11/23 11:04
Shopping,1920,1516,2016/11/23 11:31
Shopping,1920,1536,2016/11/23 11:57
Shopping,1920,1542,2016/11/23 12:31
Shopping,1920,1557,2016/11/23 13:04
Shopping,1920,1538,2016/11/23 13:31
Shopping,1920,1521,2016/11/23 13:57
Shopping,1920,1488,2016/11/23 14:30
Shopping,1920,1433,2016/11/23 15:04
Shopping,1920,1380,2016/11/23 15:31
Shopping,1920,1250,2016/11/23 16:04
Shopping,1920,1083,2016/11/23 16:30
Shopping,1920,591,2016/11/24 8:00
Shopping,1920,756,2016/11/24 8:27
Shopping,1920,973,2016/11/24 9:00
Shopping,1920,1199,2016/11/24 9:34
Shopping,1920,1324,2016/11/24 10:01
Shopping,1920,1397,2016/11/24 10:27
Shopping,1920,1457,2016/11/24 11:00
Shopping,1920,1478,2016/11/24 11:27
Shopping,1920,1506,2016/11/24 12:00
Shopping,1920,1497,2016/11/24 12:30
Shopping,1920,1496,2016/11/24 13:04
Shopping,1920,1485,2016/11/24 13:30
Shopping,1920,1485,2016/11/24 13:57
Shopping,1920,1459,2016/11/24 14:30
Shopping,1920,1408,2016/11/24 14:57
Shopping,1920,1324,2016/11/24 15:31
Shopping,1920,1246,2016/11/24 15:57
Shopping,1920,1075,2016/11/24 16:31
Shopping,1920,594,2016/11/25 8:00
Shopping,1920,594,2016/11/25 8:00
Shopping,1920,963,2016/11/25 9:00
Shopping,1920,1132,2016/11/25 9:27
Shopping,1920,1316,2016/11/25 10:00
Shopping,1920,1422,2016/11/25 10:27
Shopping,1920,1462,2016/11/25 11:00
Shopping,1920,1518,2016/11/25 11:27
Shopping,1920,1559,2016/11/25 12:00
Shopping,1920,1587,2016/11/25 12:34
Shopping,1920,1508,2016/11/25 13:00
Shopping,1920,1495,2016/11/25 13:27
Shopping,1920,1481,2016/11/25 14:00
Shopping,1920,1433,2016/11/25 14:34
Shopping,1920,1348,2016/11/25 15:00
Shopping,1920,1278,2016/11/25 15:27
Shopping,1920,1161,2016/11/25 16:00
Shopping,1920,1023,2016/11/25 16:27
Shopping,1920,327,2016/11/26 8:01
Shopping,1920,345,2016/11/26 8:28
Shopping,1920,453,2016/11/26 9:01
Shopping,1920,557,2016/11/26 9:35
Shopping,1920,636,2016/11/26 10:01
Shopping,1920,730,2016/11/26 10:35
Shopping,1920,801,2016/11/26 11:01
Shopping,1920,877,2016/11/26 11:28
Shopping,1920,1022,2016/11/26 12:01
Shopping,1920,1155,2016/11/26 12:28
Shopping,1920,1276,2016/11/26 13:01
Shopping,1920,1345,2016/11/26 13:28
Shopping,1920,1426,2016/11/26 14:01
Shopping,1920,1489,2016/11/26 14:41
Shopping,1920,1490,2016/11/26 15:01
Shopping,1920,1506,2016/11/26 15:28
Shopping,1920,1427,2016/11/26 16:01
Shopping,1920,1345,2016/11/26 16:28
Shopping,1920,309,2016/11/27 8:02
Shopping,1920,318,2016/11/27 8:32
Shopping,1920,326,2016/11/27 9:02
Shopping,1920,352,2016/11/27 9:32
Shopping,1920,390,2016/11/27 10:01
Shopping,1920,438,2016/11/27 10:32
Shopping,1920,499,2016/11/27 11:01
Shopping,1920,634,2016/11/27 11:31
Shopping,1920,748,2016/11/27 12:01
Shopping,1920,876,2016/11/27 12:32
Shopping,1920,1016,2016/11/27 13:08
Shopping,1920,1048,2016/11/27 13:32
Shopping,1920,1115,2016/11/27 14:02
Shopping,1920,1160,2016/11/27 14:31
Shopping,1920,1131,2016/11/27 15:01
Shopping,1920,1057,2016/11/27 15:32
Shopping,1920,942,2016/11/27 16:01
Shopping,1920,788,2016/11/27 16:32
Shopping,1920,629,2016/11/28 8:01
Shopping,1920,811,2016/11/28 8:32
Shopping,1920,986,2016/11/28 9:02
Shopping,1920,1152,2016/11/28 9:28
Shopping,1920,1348,2016/11/28 10:01
Shopping,1920,1438,2016/11/28 10:32
Shopping,1920,1505,2016/11/28 11:01
Shopping,1920,1568,2016/11/28 11:32
Shopping,1920,1595,2016/11/28 12:01
Shopping,1920,1616,2016/11/28 12:28
Shopping,1920,1619,2016/11/28 13:02
Shopping,1920,1622,2016/11/28 13:31
Shopping,1920,1637,2016/11/28 14:02
Shopping,1920,1609,2016/11/28 14:32
Shopping,1920,1549,2016/11/28 15:02
Shopping,1920,1451,2016/11/28 15:41
Shopping,1920,1351,2016/11/28 16:02
Shopping,1920,1176,2016/11/28 16:28
Shopping,1920,597,2016/11/29 7:55
Shopping,1920,773,2016/11/29 8:28
Shopping,1920,944,2016/11/29 9:02
Shopping,1920,1137,2016/11/29 9:28
Shopping,1920,1312,2016/11/29 10:01
Shopping,1920,1439,2016/11/29 10:28
Shopping,1920,1534,2016/11/29 11:01
Shopping,1920,1562,2016/11/29 11:28
Shopping,1920,1595,2016/11/29 11:55
Shopping,1920,1612,2016/11/29 12:28
Shopping,1920,1615,2016/11/29 13:02
Shopping,1920,1607,2016/11/29 13:28
Shopping,1920,1603,2016/11/29 14:01
Shopping,1920,1552,2016/11/29 14:28
Shopping,1920,1494,2016/11/29 14:55
Shopping,1920,1406,2016/11/29 15:28
Shopping,1920,1285,2016/11/29 16:02
Shopping,1920,1133,2016/11/29 16:28
Shopping,1920,607,2016/11/30 8:02
Shopping,1920,765,2016/11/30 8:28
Shopping,1920,972,2016/11/30 9:01
Shopping,1920,1133,2016/11/30 9:28
Shopping,1920,1317,2016/11/30 10:01
Shopping,1920,1422,2016/11/30 10:28
Shopping,1920,1502,2016/11/30 10:55
Shopping,1920,1532,2016/11/30 11:28
Shopping,1920,1562,2016/11/30 12:01
Shopping,1920,1572,2016/11/30 12:28
Shopping,1920,1575,2016/11/30 13:01
Shopping,1920,1572,2016/11/30 13:28
Shopping,1920,1570,2016/11/30 14:01
Shopping,1920,1538,2016/11/30 14:28
Shopping,1920,1459,2016/11/30 15:01
Shopping,1920,1384,2016/11/30 15:28
Shopping,1920,1294,2016/11/30 16:01
Shopping,1920,1109,2016/11/30 16:28
Shopping,1920,627,2016/12/1 8:05
Shopping,1920,734,2016/12/1 8:25
Shopping,1920,952,2016/12/1 8:58
Shopping,1920,1146,2016/12/1 9:25
Shopping,1920,1329,2016/12/1 9:58
Shopping,1920,1421,2016/12/1 10:25
Shopping,1920,1494,2016/12/1 10:58
Shopping,1920,1514,2016/12/1 11:32
Shopping,1920,1540,2016/12/1 11:58
Shopping,1920,1545,2016/12/1 12:25
Shopping,1920,1583,2016/12/1 12:58
Shopping,1920,1586,2016/12/1 13:25
Shopping,1920,1573,2016/12/1 13:58
Shopping,1920,1536,2016/12/1 14:25
Shopping,1920,1488,2016/12/1 14:58
Shopping,1920,1423,2016/12/1 15:25
Shopping,1920,1314,2016/12/1 15:58
Shopping,1920,1165,2016/12/1 16:25
Shopping,1920,534,2016/12/2 7:55
Shopping,1920,727,2016/12/2 8:28
Shopping,1920,944,2016/12/2 9:01
Shopping,1920,1083,2016/12/2 9:28
Shopping,1920,1244,2016/12/2 10:02
Shopping,1920,1301,2016/12/2 10:28
Shopping,1920,1353,2016/12/2 11:01
Shopping,1920,1375,2016/12/2 11:28
Shopping,1920,1399,2016/12/2 12:01
Shopping,1920,1393,2016/12/2 12:28
Shopping,1920,1387,2016/12/2 12:58
Shopping,1920,1369,2016/12/2 13:25
Shopping,1920,1360,2016/12/2 13:58
Shopping,1920,1333,2016/12/2 14:25
Shopping,1920,1269,2016/12/2 14:58
Shopping,1920,1176,2016/12/2 15:31
Shopping,1920,1087,2016/12/2 15:58
Shopping,1920,943,2016/12/2 16:32
Shopping,1920,601,2016/12/5 8:02
Shopping,1920,772,2016/12/5 8:29
Shopping,1920,976,2016/12/5 9:02
Shopping,1920,1112,2016/12/5 9:29
Shopping,1920,1221,2016/12/5 10:03
Shopping,1920,1280,2016/12/5 10:29
Shopping,1920,1426,2016/12/5 11:02
Shopping,1920,1468,2016/12/5 11:29
Shopping,1920,1548,2016/12/5 11:56
Shopping,1920,1560,2016/12/5 12:29
Shopping,1920,1568,2016/12/5 13:02
Shopping,1920,1563,2016/12/5 13:29
Shopping,1920,1526,2016/12/5 14:02
Shopping,1920,1507,2016/12/5 14:29
Shopping,1920,1467,2016/12/5 15:02
Shopping,1920,1360,2016/12/5 15:29
Shopping,1920,1269,2016/12/5 16:02
Shopping,1920,1109,2016/12/5 16:29
Shopping,1920,595,2016/12/6 7:56
Shopping,1920,775,2016/12/6 8:29
Shopping,1920,950,2016/12/6 8:56
Shopping,1920,1140,2016/12/6 9:29
Shopping,1920,1250,2016/12/6 10:02
Shopping,1920,1328,2016/12/6 10:29
Shopping,1920,1488,2016/12/6 11:02
Shopping,1920,1520,2016/12/6 11:29
Shopping,1920,1543,2016/12/6 11:56
Shopping,1920,1545,2016/12/6 12:29
Shopping,1920,1549,2016/12/6 12:56
Shopping,1920,1530,2016/12/6 13:29
Shopping,1920,1549,2016/12/6 14:02
Shopping,1920,1524,2016/12/6 14:29
Shopping,1920,1450,2016/12/6 15:02
Shopping,1920,1385,2016/12/6 15:29
Shopping,1920,1276,2016/12/6 16:02
Shopping,1920,1129,2016/12/6 16:29
Shopping,1920,646,2016/12/7 7:59
Shopping,1920,792,2016/12/7 8:26
Shopping,1920,963,2016/12/7 8:55
Shopping,1920,1102,2016/12/7 9:26
Shopping,1920,1251,2016/12/7 9:59
Shopping,1920,1363,2016/12/7 10:26
Shopping,1920,1456,2016/12/7 10:59
Shopping,1920,1477,2016/12/7 11:25
Shopping,1920,1519,2016/12/7 11:59
Shopping,1920,1557,2016/12/7 12:26
Shopping,1920,1542,2016/12/7 12:59
Shopping,1920,1553,2016/12/7 13:26
Shopping,1920,1524,2016/12/7 13:59
Shopping,1920,1491,2016/12/7 14:26
Shopping,1920,1428,2016/12/7 14:59
Shopping,1920,1368,2016/12/7 15:32
Shopping,1920,1285,2016/12/7 15:59
Shopping,1920,1090,2016/12/7 16:32
Shopping,1920,622,2016/12/8 7:59
Shopping,1920,777,2016/12/8 8:26
Shopping,1920,964,2016/12/8 8:59
Shopping,1920,1100,2016/12/8 9:26
Shopping,1920,1270,2016/12/8 9:59
Shopping,1920,1401,2016/12/8 10:32
Shopping,1920,1482,2016/12/8 10:59
Shopping,1920,1529,2016/12/8 11:32
Shopping,1920,1558,2016/12/8 11:59
Shopping,1920,1557,2016/12/8 12:25
Shopping,1920,1525,2016/12/8 12:59
Shopping,1920,1550,2016/12/8 13:25
Shopping,1920,1535,2016/12/8 13:59
Shopping,1920,1520,2016/12/8 14:26
Shopping,1920,1450,2016/12/8 14:59
Shopping,1920,1374,2016/12/8 15:26
Shopping,1920,1268,2016/12/8 15:59
Shopping,1920,1102,2016/12/8 16:32
Shopping,1920,636,2016/12/9 8:02
Shopping,1920,767,2016/12/9 8:29
Shopping,1920,923,2016/12/9 8:55
Shopping,1920,1108,2016/12/9 9:29
Shopping,1920,1231,2016/12/9 9:55
Shopping,1920,1297,2016/12/9 10:29
Shopping,1920,1339,2016/12/9 10:56
Shopping,1920,1371,2016/12/9 11:29
Shopping,1920,1403,2016/12/9 11:56
Shopping,1920,1421,2016/12/9 12:29
Shopping,1920,1418,2016/12/9 13:02
Shopping,1920,1395,2016/12/9 13:29
Shopping,1920,1387,2016/12/9 14:02
Shopping,1920,1343,2016/12/9 14:29
Shopping,1920,1297,2016/12/9 14:56
Shopping,1920,1218,2016/12/9 15:29
Shopping,1920,1150,2016/12/9 16:02
Shopping,1920,1018,2016/12/9 16:29
Shopping,1920,320,2016/12/10 7:59
Shopping,1920,351,2016/12/10 8:29
Shopping,1920,407,2016/12/10 9:02
Shopping,1920,473,2016/12/10 9:29
Shopping,1920,546,2016/12/10 9:55
Shopping,1920,643,2016/12/10 10:29
Shopping,1920,722,2016/12/10 11:02
Shopping,1920,809,2016/12/10 11:29
Shopping,1920,882,2016/12/10 12:02
Shopping,1920,970,2016/12/10 12:29
Shopping,1920,1029,2016/12/10 12:55
Shopping,1920,1092,2016/12/10 13:29
Shopping,1920,1128,2016/12/10 13:56
Shopping,1920,1149,2016/12/10 14:25
Shopping,1920,1153,2016/12/10 15:02
Shopping,1920,1151,2016/12/10 15:25
Shopping,1920,1124,2016/12/10 15:59
Shopping,1920,1051,2016/12/10 16:25
Shopping,1920,305,2016/12/11 8:02
Shopping,1920,304,2016/12/11 8:19
Shopping,1920,317,2016/12/11 8:59
Shopping,1920,347,2016/12/11 9:26
Shopping,1920,401,2016/12/11 9:59
Shopping,1920,433,2016/12/11 10:25
Shopping,1920,510,2016/12/11 10:59
Shopping,1920,618,2016/12/11 11:26
Shopping,1920,762,2016/12/11 11:59
Shopping,1920,886,2016/12/11 12:32
Shopping,1920,987,2016/12/11 13:05
Shopping,1920,1034,2016/12/11 13:26
Shopping,1920,1081,2016/12/11 13:59
Shopping,1920,1139,2016/12/11 14:32
Shopping,1920,1120,2016/12/11 14:59
Shopping,1920,1068,2016/12/11 15:25
Shopping,1920,943,2016/12/11 15:59
Shopping,1920,830,2016/12/11 16:25
Shopping,1920,569,2016/12/12 8:02
Shopping,1920,736,2016/12/12 8:29
Shopping,1920,935,2016/12/12 9:02
Shopping,1920,1099,2016/12/12 9:29
Shopping,1920,1263,2016/12/12 10:02
Shopping,1920,1330,2016/12/12 10:29
Shopping,1920,1396,2016/12/12 11:02
Shopping,1920,1445,2016/12/12 11:29
Shopping,1920,1490,2016/12/12 11:55
Shopping,1920,1525,2016/12/12 12:29
Shopping,1920,1548,2016/12/12 12:56
Shopping,1920,1525,2016/12/12 13:29
Shopping,1920,1524,2016/12/12 14:02
Shopping,1920,1485,2016/12/12 14:29
Shopping,1920,1422,2016/12/12 14:55
Shopping,1920,1340,2016/12/12 15:29
Shopping,1920,1227,2016/12/12 15:56
Shopping,1920,1057,2016/12/12 16:29
Shopping,1920,580,2016/12/13 8:02
Shopping,1920,762,2016/12/13 8:29
Shopping,1920,972,2016/12/13 9:02
Shopping,1920,1115,2016/12/13 9:29
Shopping,1920,1280,2016/12/13 9:55
Shopping,1920,1380,2016/12/13 10:29
Shopping,1920,1451,2016/12/13 11:02
Shopping,1920,1496,2016/12/13 11:29
Shopping,1920,1545,2016/12/13 12:02
Shopping,1920,1539,2016/12/13 12:29
Shopping,1920,1555,2016/12/13 13:02
Shopping,1920,1535,2016/12/13 13:55
Shopping,1920,1488,2016/12/13 14:29
Shopping,1920,1451,2016/12/13 14:56
Shopping,1920,1381,2016/12/13 15:28
Shopping,1920,1258,2016/12/13 16:02
Shopping,1920,1147,2016/12/13 16:29
Shopping,1920,651,2016/12/14 8:03
Shopping,1920,868,2016/12/14 8:43
Shopping,1920,1000,2016/12/14 9:03
Shopping,1920,1140,2016/12/14 9:29
Shopping,1920,1318,2016/12/14 10:02
Shopping,1920,1418,2016/12/14 10:30
Shopping,1920,1495,2016/12/14 11:30
Shopping,1920,1515,2016/12/14 12:02
Shopping,1920,1515,2016/12/14 12:30
Shopping,1920,1503,2016/12/14 13:03
Shopping,1920,1496,2016/12/14 13:29
Shopping,1920,1491,2016/12/14 14:03
Shopping,1920,1473,2016/12/14 14:30
Shopping,1920,1440,2016/12/14 14:56
Shopping,1920,1371,2016/12/14 15:30
Shopping,1920,1317,2016/12/14 15:56
Shopping,1920,1163,2016/12/14 16:30
Shopping,1920,588,2016/12/15 7:57
Shopping,1920,783,2016/12/15 8:30
Shopping,1920,960,2016/12/15 9:03
Shopping,1920,1084,2016/12/15 9:30
Shopping,1920,1171,2016/12/15 9:57
Shopping,1920,1366,2016/12/15 10:30
Shopping,1920,1423,2016/12/15 11:03
Shopping,1920,1446,2016/12/15 11:26
Shopping,1920,1476,2016/12/15 12:00
Shopping,1920,1495,2016/12/15 12:26
Shopping,1920,1509,2016/12/15 13:00
Shopping,1920,1507,2016/12/15 13:26
Shopping,1920,1507,2016/12/15 14:00
Shopping,1920,1463,2016/12/15 14:26
Shopping,1920,1425,2016/12/15 15:00
Shopping,1920,1395,2016/12/15 15:26
Shopping,1920,1274,2016/12/15 16:03
Shopping,1920,1166,2016/12/15 16:30
Shopping,1920,580,2016/12/16 7:59
Shopping,1920,768,2016/12/16 8:30
Shopping,1920,929,2016/12/16 9:03
Shopping,1920,1052,2016/12/16 9:30
Shopping,1920,1176,2016/12/16 10:03
Shopping,1920,1244,2016/12/16 10:29
Shopping,1920,1301,2016/12/16 11:03
Shopping,1920,1325,2016/12/16 11:30
Shopping,1920,1339,2016/12/16 11:56
Shopping,1920,1365,2016/12/16 12:30
Shopping,1920,1329,2016/12/16 12:56
Shopping,1920,1337,2016/12/16 13:30
Shopping,1920,1317,2016/12/16 13:56
Shopping,1920,1261,2016/12/16 14:30
Shopping,1920,1219,2016/12/16 14:56
Shopping,1920,1150,2016/12/16 15:30
Shopping,1920,1091,2016/12/16 16:03
Shopping,1920,982,2016/12/16 16:30
Shopping,1920,359,2016/12/17 7:59
Shopping,1920,380,2016/12/17 8:26
Shopping,1920,438,2016/12/17 9:00
Shopping,1920,502,2016/12/17 9:26
Shopping,1920,581,2016/12/17 9:59
Shopping,1920,671,2016/12/17 10:33
Shopping,1920,731,2016/12/17 11:00
Shopping,1920,787,2016/12/17 11:33
Shopping,1920,859,2016/12/17 12:00
Shopping,1920,926,2016/12/17 12:26
Shopping,1920,1006,2016/12/17 13:00
Shopping,1920,1026,2016/12/17 13:27
Shopping,1920,1082,2016/12/17 14:00
Shopping,1920,1113,2016/12/17 14:30
Shopping,1920,1153,2016/12/17 15:03
Shopping,1920,1146,2016/12/17 15:30
Shopping,1920,1112,2016/12/17 15:57
Shopping,1920,1038,2016/12/17 16:30
Shopping,1920,338,2016/12/18 8:03
Shopping,1920,339,2016/12/18 8:30
Shopping,1920,346,2016/12/18 8:56
Shopping,1920,390,2016/12/18 9:30
Shopping,1920,425,2016/12/18 9:56
Shopping,1920,472,2016/12/18 10:30
Shopping,1920,505,2016/12/18 11:03
Shopping,1920,595,2016/12/18 11:30
Shopping,1920,690,2016/12/18 12:03
Shopping,1920,800,2016/12/18 12:30
Shopping,1920,852,2016/12/18 12:56
Shopping,1920,921,2016/12/18 13:30
Shopping,1920,966,2016/12/18 14:03
Shopping,1920,975,2016/12/18 14:30
Shopping,1920,978,2016/12/18 14:56
Shopping,1920,907,2016/12/18 15:30
